name;link;level
Fournisseur de cosmétiques et de parfums;beauty_wellbeing/cosmetics_makeup/cosmetics_and_parfumes_supplier;2
Fournisseur de produits de beauté;beauty_wellbeing/cosmetics_makeup/beauty_product_supplier;2
Grossiste en produits cosmétiques;beauty_wellbeing/cosmetics_makeup/cosmetics_wholesaler;2
Grossiste en produits de beauté;beauty_wellbeing/cosmetics_makeup/beauty_products_wholesaler;2
Industrie cosmétique;beauty_wellbeing/cosmetics_makeup/cosmetics_industry;2
Magasin de cosmétiques;beauty_wellbeing/cosmetics_makeup/cosmetics_store;2
Magasin de produits de beauté;beauty_wellbeing/cosmetics_makeup/beauty_supply_store;2
Parfumerie;beauty_wellbeing/cosmetics_makeup/perfume_store;2
Boutique de santé et beauté;beauty_wellbeing/salons_clinics/health_and_beauty_shop;2
Clinique dermatologique;beauty_wellbeing/salons_clinics/skin_care_clinic;2
Institut de beauté;beauty_wellbeing/salons_clinics/beauty_salon;2
Barbier;beauty_wellbeing/hair_care_styling/barber_shop;2
Clinique de transplantation de cheveux;beauty_wellbeing/hair_care_styling/hair_transplantation_clinic;2
Coiffeur;beauty_wellbeing/hair_care_styling/unisex_hairdresser;2
Coiffeur à domicile;beauty_wellbeing/hair_care_styling/home_hairdresser;2
Coiffeur mobile;beauty_wellbeing/hair_care_styling/mobile_hairdresser;2
Fournisseur d'extension de cheveux;beauty_wellbeing/hair_care_styling/hair_extensions_supplier;2
Magasin d'articles de coiffure pour hommes;beauty_wellbeing/hair_care_styling/barber_supply_store;2
Magasin de produits capillaires;beauty_wellbeing/hair_care_styling/hair_product_store;2
Salon d'épilation;beauty_wellbeing/hair_care_styling/hair_removal_service;2
Salon de coiffure;beauty_wellbeing/hair_care_styling/hair_salon;2
Service d'épilation à la cire;beauty_wellbeing/hair_care_styling/waxing_hair_removal_service;2
Service d'implantations capillaires;beauty_wellbeing/hair_care_styling/hair_replacement_service;2
Salon de piercing;beauty_wellbeing/tattoos_piercings/body_piercing_shop;2
Salon de tatouage et piercing;beauty_wellbeing/tattoos_piercings/tattoo_and_piercing_shop;2
Tatoueur;beauty_wellbeing/tattoos_piercings/tattoo_shop;2
Centre de méditation;beauty_wellbeing/yoga_meditation/meditation_center;2
Centre de yoga;beauty_wellbeing/yoga_meditation/yoga_retreat_center;2
Cours de yoga;beauty_wellbeing/yoga_meditation/yoga_instructor;2
Professeur de méditation;beauty_wellbeing/yoga_meditation/meditation_instructor;2
Studio de yoga;beauty_wellbeing/yoga_meditation/yoga_studio;2
Agence d'architecture;construction_manufactoring/architects_engineers/architecture_firm;2
Architecte;construction_manufactoring/architects_engineers/architect;2
Concepteur en architecture;construction_manufactoring/architects_engineers/architectural_designer;2
Entreprise de conception des bâtiments;construction_manufactoring/architects_engineers/building_design_company;2
Entreprise de topographie;construction_manufactoring/architects_engineers/topography_company;2
Fabricant de modèles d'architecte et d'ingénierie;construction_manufactoring/architects_engineers/architectural_and_engineering_model_maker;2
Ingénieur;construction_manufactoring/architects_engineers/engineer;2
Ingénieur en mécanique;construction_manufactoring/architects_engineers/mechanical_engineer;2
Ingénieur en textile;construction_manufactoring/architects_engineers/textile_engineer;2
Ingénieur structures;construction_manufactoring/architects_engineers/structural_engineer;2
Bureau de construction et d'entretien;construction_manufactoring/contractors_consultants/construction_and_maintenance_office;2
Carreleur;construction_manufactoring/contractors_consultants/tile_contractor;2
Chauffagiste;construction_manufactoring/contractors_consultants/heating_contractor;2
Constructeur de garages;construction_manufactoring/contractors_consultants/garage_builder;2
Constructeur de maisons modulaires;construction_manufactoring/contractors_consultants/modular_home_builder;2
Constructeur de maisons personnalisées;construction_manufactoring/contractors_consultants/custom_home_builder;2
Constructeur immobilier;construction_manufactoring/contractors_consultants/home_builder;2
Consultant en acoustique;construction_manufactoring/contractors_consultants/acoustical_consultant;2
Consultant en construction;construction_manufactoring/contractors_consultants/building_consultant;2
Consultant en ingénierie;construction_manufactoring/contractors_consultants/engineering_consultant;2
Consultant industriel;construction_manufactoring/contractors_consultants/industrial_consultant;2
Entrepreneur;construction_manufactoring/contractors_consultants/contractor;2
Entrepreneur en construction intérieure;construction_manufactoring/contractors_consultants/interior_construction_contractor;2
Entrepreneur en éclairage;construction_manufactoring/contractors_consultants/lighting_contractor;2
Entrepreneur en énergie solaire;construction_manufactoring/contractors_consultants/solar_energy_contractor;2
Entrepreneur en maçonnerie;construction_manufactoring/contractors_consultants/masonry_contractor;2
Entrepreneur en toiture;construction_manufactoring/contractors_consultants/roofing_contractor;2
Entrepreneur spécialisé dans l'isolation;construction_manufactoring/contractors_consultants/insulation_contractor;2
Entrepreneur spécialisé dans la décoration d'intérieur;construction_manufactoring/contractors_consultants/interior_fitting_contractor;2
Entrepreneur spécialisé dans les systèmes de CVC;construction_manufactoring/contractors_consultants/hvac_contractor;2
Entreprise de construction;construction_manufactoring/contractors_consultants/building_firm;2
Fournisseur de systèmes de climatisation;construction_manufactoring/contractors_consultants/air_conditioning_contractor;2
Géomètre-expert en bâtiment;construction_manufactoring/contractors_consultants/building_surveyor;2
Inspecteur en bâtiment;construction_manufactoring/contractors_consultants/building_inspector;2
Maintenance immobilière;construction_manufactoring/contractors_consultants/property_maintenance;2
Menuisier;construction_manufactoring/contractors_consultants/joiner;2
Métreur;construction_manufactoring/contractors_consultants/quantity_surveyor;2
Société de construction;construction_manufactoring/contractors_consultants/construction_company;2
Société de construction de piscines;construction_manufactoring/contractors_consultants/swimming_pool_contractor;2
Société de fabrication d'escaliers;construction_manufactoring/contractors_consultants/stair_contractor;2
Société de travaux publics;construction_manufactoring/contractors_consultants/road_construction_company;2
Travaux généraux;construction_manufactoring/contractors_consultants/general_contractor;2
Fournisseur d'équipement électrique;construction_manufactoring/factory_equipment/electrical_equipment_supplier;2
Fournisseur d'équipement pour usine;construction_manufactoring/factory_equipment/factory_equipment_supplier;2
Fournisseur d'équipements industriels;construction_manufactoring/factory_equipment/industrial_equipment_supplier;2
Fournisseur de matériel de laboratoire;construction_manufactoring/factory_equipment/laboratory_equipment_supplier;2
Fournisseur de traitement de l'eau;construction_manufactoring/factory_equipment/water_treatment_supplier;2
Agence immobilière industrielle;construction_manufactoring/manufacturing/industrial_real_estate_agency;2
Atelier de menuiserie;construction_manufactoring/manufacturing/millwork_shop;2
Entreprise de conception de charpentes métalliques;construction_manufactoring/manufacturing/steelwork_design_company;2
Fabricant;construction_manufactoring/manufacturing/manufacturer;2
Fabricant d'électronique;construction_manufactoring/manufacturing/electronics_manufacturer;2
Fabricant d'équipements de ventilation;construction_manufactoring/manufacturing/ventilating_equipment_manufacturer;2
Fabricant d'outils;construction_manufactoring/manufacturing/tool_manufacturer;2
Fabricant de batteries;construction_manufactoring/manufacturing/battery_manufacturer;2
Fabricant de biens de grande consommation;construction_manufactoring/manufacturing/fmcg_manufacturer;2
Fabricant de cheminée;construction_manufactoring/manufacturing/fireplace_manufacturer;2
Fabricant de machines;construction_manufactoring/manufacturing/machining_manufacturer;2
Fabricant de machines agricoles;construction_manufactoring/manufacturing/agricultural_machinery_manufacturer;2
Fabricant de métal;construction_manufactoring/manufacturing/metal_fabricator;2
Fabricant de nourriture pour animaux;construction_manufactoring/manufacturing/feed_manufacturer;2
Fabricant de pièces de machinerie;construction_manufactoring/manufacturing/machinery_parts_manufacturer;2
Fabricant de produits en céramique;construction_manufactoring/manufacturing/ceramic_manufacturer;2
Fabricant de produits en tissu;construction_manufactoring/manufacturing/fabric_product_manufacturer;2
Fabrique de textile;construction_manufactoring/manufacturing/clothes_and_fabric_manufacturer;2
Prestataire de traitement et finition de surfaces métalliques;construction_manufactoring/manufacturing/metal_finisher;2
Production d'électricité;construction_manufactoring/manufacturing/electric_utility_manufacturer;2
Usine textile;construction_manufactoring/manufacturing/textile_mill;2
Fournisseur d'autocollants;construction_manufactoring/industrial_supplies/decal_supplier;2
Fournisseur d'encadrements industriels;construction_manufactoring/industrial_supplies/industrial_framework_supplier;2
Fournisseur d'équipements d'adoucissement de l'eau;construction_manufactoring/industrial_supplies/water_softening_equipment_supplier;2
Fournisseur d'équipements de chauffage;construction_manufactoring/industrial_supplies/heating_equipment_supplier;2
Fournisseur de chauffe-eau;construction_manufactoring/industrial_supplies/hot_water_system_supplier;2
Fournisseur de chauffe-eau solaires;construction_manufactoring/industrial_supplies/solar_hot_water_system_supplier;2
Fournisseur de compresseurs d'air;construction_manufactoring/industrial_supplies/air_compressor_supplier;2
Fournisseur de filtres à eau;construction_manufactoring/industrial_supplies/water_filter_supplier;2
Fournisseur de matériel pour centrales électriques;construction_manufactoring/industrial_supplies/power_plant_equipment_supplier;2
Fournisseur de produits en caoutchouc;construction_manufactoring/industrial_supplies/rubber_products_supplier;2
Fournisseur de produits en plastique;construction_manufactoring/industrial_supplies/plastic_products_supplier;2
Fournisseur de vêtements de protection;construction_manufactoring/industrial_supplies/protective_clothing_supplier;2
Fournisseurs de produits en métal;construction_manufactoring/industrial_supplies/metal_industry_suppliers;2
Magasin d'équipements et accessoires nautiques;construction_manufactoring/industrial_supplies/marine_supply_store;2
Magasin de matériel de soudure;construction_manufactoring/industrial_supplies/welding_supply_store;2
Magasin de matériel électrique;construction_manufactoring/industrial_supplies/electrical_supply_store;2
Service de réparation de moteurs électriques;construction_manufactoring/industrial_supplies/electric_motor_repair_shop;2
Architecte paysagiste;construction_manufactoring/garden_landscaping/landscape_architect;2
Constructeur de kiosques/pavillons de jardin;construction_manufactoring/garden_landscaping/gazebo_builder;2
Constructeur de terrasses;construction_manufactoring/garden_landscaping/deck_builder;2
Designer Paysagiste;construction_manufactoring/garden_landscaping/landscape_designer;2
Fabricant d'abris voiture et de pergolas;construction_manufactoring/garden_landscaping/carport_and_pergola_builder;2
Fournisseur d'auvents;construction_manufactoring/garden_landscaping/awning_supplier;2
Fournisseur de terre végétale;construction_manufactoring/garden_landscaping/topsoil_supplier;2
Magasin d'articles pour l'aménagement paysager;construction_manufactoring/garden_landscaping/landscaping_supply_store;2
Magasin de matériel pour piscines;construction_manufactoring/garden_landscaping/swimming_pool_supply_store;2
Paysagiste;construction_manufactoring/garden_landscaping/landscaper;2
Artisan du bois;construction_manufactoring/building_materials/woodworker;2
Carrière;construction_manufactoring/building_materials/quarry;2
Constructeur de structures en béton;construction_manufactoring/building_materials/concrete_contractor;2
Distributeur d'acier;construction_manufactoring/building_materials/steel_distributor;2
Fenêtre en aluminium;construction_manufactoring/building_materials/aluminum_window;2
Fournisseur d'écorce;construction_manufactoring/building_materials/bark_supplier;2
Fournisseur d'isolant;construction_manufactoring/building_materials/insulator_supplier;2
Fournisseur de béton prêt-à-l'emploi;construction_manufactoring/building_materials/ready_mix_concrete_supplier;2
Fournisseur de bois;construction_manufactoring/building_materials/wood_supplier;2
Fournisseur de fenêtres;construction_manufactoring/building_materials/window_supplier;2
Fournisseur de fenêtres PVC;construction_manufactoring/building_materials/pvc_windows_supplier;2
Fournisseur de gazon;construction_manufactoring/building_materials/turf_supplier;2
Fournisseur de marbre;construction_manufactoring/building_materials/marble_supplier;2
Fournisseur de métal;construction_manufactoring/building_materials/metal_supplier;2
Fournisseur de pierre concassée;construction_manufactoring/building_materials/crushed_stone_supplier;2
Fournisseur de pierres;construction_manufactoring/building_materials/stone_supplier;2
Fournisseur de sable et de gravier;construction_manufactoring/building_materials/sand_and_gravel_supplier;2
Magasin de bois;construction_manufactoring/building_materials/lumber_store;2
Magasin de fenêtres en PVC;construction_manufactoring/building_materials/plast_window_store;2
Magasin de fournitures pour cloisons sèches;construction_manufactoring/building_materials/dry_wall_supply_store;2
Magasin de matériaux d'isolation;construction_manufactoring/building_materials/insulation_materials_store;2
Magasin de matériel de maçonnerie;construction_manufactoring/building_materials/masonry_supply_store;2
Magasin de matériel pour le travail du bois;construction_manufactoring/building_materials/woodworking_supply_store;2
Magasin de pierres naturelles;construction_manufactoring/building_materials/natural_stone_supplier;2
Marchand de verre;construction_manufactoring/building_materials/glass_merchant;2
Plafonnier;construction_manufactoring/building_materials/ceiling_supplier;2
Société minière;construction_manufactoring/building_materials/mining_company;2
Entreprise de matériel de manutention;construction_manufactoring/tools_equipment/material_handling_equipment_supplier;2
Fournisseur d'échelles;construction_manufactoring/tools_equipment/ladder_supplier;2
Fournisseur d'engins de chantier;construction_manufactoring/tools_equipment/construction_equipment_supplier;2
Fournisseur d'équipement;construction_manufactoring/tools_equipment/equipment_supplier;2
Fournisseur d'équipement de nettoyage et d'entretien;construction_manufactoring/tools_equipment/janitorial_equipment_supplier;2
Fournisseur d'équipements de sécurité;construction_manufactoring/tools_equipment/safety_equipment_supplier;2
Fournisseur d'outils pneumatiques;construction_manufactoring/tools_equipment/pneumatic_tools_supplier;2
Fournisseur de flexibles;construction_manufactoring/tools_equipment/hose_supplier;2
Fournisseur de matériaux de construction;construction_manufactoring/tools_equipment/building_materials_supplier;2
Fournisseur de vis;construction_manufactoring/tools_equipment/screw_supplier;2
Magasin d'équipement et de machines de construction;construction_manufactoring/tools_equipment/construction_machinery_and_equipment_store;2
Magasin d'outillage;construction_manufactoring/tools_equipment/tool_store;2
Magasin de materiaux de construction;construction_manufactoring/tools_equipment/building_materials_store;2
Magasin de matériel de plomberie;construction_manufactoring/tools_equipment/plumbing_supply_store;2
Magasin de vêtements de sécurité;construction_manufactoring/tools_equipment/safety_and_work_wear_store;2
Marché de matériaux de construction;construction_manufactoring/tools_equipment/building_materials_market;2
Service de location d'outils;construction_manufactoring/tools_equipment/tool_rental_service;2
Vendeur de machines de construction;construction_manufactoring/tools_equipment/construction_machine_dealer;2
Laboratoire de chimie;construction_manufactoring/chemicals_plastic/chemistry_lab;2
Usine chimique;construction_manufactoring/chemicals_plastic/chemical_plant;2
Graveur;construction_manufactoring/construction_services/engraver;2
Maçon;construction_manufactoring/construction_services/stonemason;2
Service d'installation des fenêtres;construction_manufactoring/construction_services/window_installation_service;2
Service de découpe de verre;construction_manufactoring/construction_services/glass_cutting_service;2
Service de marquage de ligne;construction_manufactoring/construction_services/line_marking_service;2
Service de pose de parquet;construction_manufactoring/construction_services/wood_floor_installation_service;2
Service de restauration de bâtiments;construction_manufactoring/construction_services/building_restoration_service;2
Tailleur de pierre;construction_manufactoring/construction_services/stone_cutter;2
Agence de location de matériel;construction_manufactoring/production_services/equipment_rental_agency;2
Service de dessin industriel;construction_manufactoring/production_services/drafting_service;2
Service de réparation hydraulique;construction_manufactoring/production_services/hydraulic_repair_service;2
Cours d'anglais;education_training/language_learning/english_language_instructor;2
École d'allemand;education_training/language_learning/german_language_school;2
École d'anglais;education_training/language_learning/english_language_school;2
École de chinois;education_training/language_learning/chinese_language_school;2
École de français;education_training/language_learning/french_language_school;2
École de langue;education_training/language_learning/language_school;2
École de langues étrangères;education_training/language_learning/foreign_languages_program_school;2
Fournisseur de cours de langues étrangères;education_training/language_learning/language_course_provider;2
Professeur d'allemand;education_training/language_learning/german_language_instructor;2
Séjour linguistique;education_training/language_learning/english_language_camp;2
École de commerce;education_training/colleges_universities/business_school;2
École de management;education_training/colleges_universities/management_school;2
École de médecine;education_training/colleges_universities/medical_school;2
Établissement d'enseignement supérieur;education_training/colleges_universities/college;2
Faculté de pharmacie;education_training/colleges_universities/faculty_of_pharmacy;2
Faculté des sciences;education_training/colleges_universities/faculty_of_science;2
Institut de recherche;education_training/colleges_universities/research_institute;2
Université;education_training/colleges_universities/university;2
École d'art dramatique;education_training/music_theater_classes/drama_school;2
École de musique;education_training/music_theater_classes/music_school;2
Professeur de guitare;education_training/music_theater_classes/guitar_instructor;2
Centre éducatif;education_training/school_high_school/school_center;2
Classes préparatoires;education_training/school_high_school/preparatory_school;2
Club de gym;education_training/school_high_school/gymnasium_school;2
École;education_training/school_high_school/school;2
École communautaire;education_training/school_high_school/community_school;2
École de théâtre;education_training/school_high_school/play_school;2
École primaire;education_training/school_high_school/primary_school;2
Institut d'éducation préscolaire;education_training/school_high_school/preschool_program_institution;2
Lycée;education_training/school_high_school/high_school;2
Auto-école;education_training/specials_schools/drivers_license_training_school;2
Boîte à bac;education_training/specials_schools/cramming_school;2
Centre de formation;education_training/specials_schools/learning_center;2
Centre de formation à distance;education_training/specials_schools/distance_learning_center;2
Centre de formation pour adultes;education_training/specials_schools/adult_education_school;2
École d'éducation spécialisée;education_training/specials_schools/special_education_school;2
École de conduite;education_training/specials_schools/driving_school;2
École de mathématiques;education_training/specials_schools/mathematics_school;2
École pour sourds et malentendants;education_training/specials_schools/deaf_school;2
Instruction à domicile;education_training/specials_schools/study_at_home_school;2
Centre d'entrainement;education_training/vocational_training/training_school;2
Centre de formation aux premiers secours;education_training/vocational_training/emergency_training_school;2
Centre de formation d'apprentis;education_training/vocational_training/apprenticeship_center;2
Créche;education_training/vocational_training/nursery_school;2
École d'agronomie;education_training/vocational_training/farm_school;2
École d'art;education_training/vocational_training/art_school;2
École d'esthétique;education_training/vocational_training/beauty_school;2
École de comptabilité;education_training/vocational_training/accounting_school;2
École de massage;education_training/vocational_training/massage_school;2
École de mode;education_training/vocational_training/fashion_design_school;2
École de pilotage;education_training/vocational_training/flight_school;2
École des métiers;education_training/vocational_training/trade_school;2
École hôtelière;education_training/vocational_training/hotel_management_school;2
École professionnelle;education_training/vocational_training/vocational_training_school;2
École spécialisée dans l'immobilier;education_training/vocational_training/real_estate_school;2
École technique;education_training/vocational_training/technical_school;2
Formation en tourisme et hôtellerie;education_training/vocational_training/hospitality_and_tourism_school;2
Institut de formation en matériel informatique;education_training/vocational_training/hardware_training_institute;2
Institut de formation en soins infirmiers;education_training/vocational_training/nursing_school;2
Institut du design;education_training/vocational_training/design_institute;2
Lycée professionnel niveau 1;education_training/vocational_training/vocational_school_one;2
Séminaire;education_training/vocational_training/seminary;2
Cours;education_training/courses_classes/class;2
Cours de cuisine;education_training/courses_classes/cooking_class;2
Cours de dessin;education_training/courses_classes/drawing_lessons;2
École culinaire;education_training/courses_classes/culinary_school;2
École d'informatique;education_training/courses_classes/computer_training_school;2
École de cuisine;education_training/courses_classes/cooking_school;2
Institut de formation en logiciels;education_training/courses_classes/software_training_institute;2
Centre d'éducation;education_training/education_services/education_center;2
Centre d'études;education_training/education_services/studying_center;2
Coach de vie;education_training/education_services/life_coach;2
Conseiller d'orientation;education_training/education_services/career_coach;2
Fournisseur de services d'éducation et d'orientation professionnelle;education_training/education_services/career_and_education_provider;2
Institution éducative;education_training/education_services/educational_institution;2
Magasin de fournitures scolaires et matériel pédagogique pour enseignants;education_training/education_services/educational_supply_store;2
Professeur particulier;education_training/education_services/private_tutor;2
Service d'évaluations pédagogiques;education_training/education_services/educational_testing_service;2
Service de rédaction de CV;education_training/education_services/resume_service;2
Cablô-opérateur;electronics_technology/appliances_electronics/cable_company;2
Distributeur d'appareils électroniques;electronics_technology/appliances_electronics/electronics_vending_machine;2
Entreprise d'électronique;electronics_technology/appliances_electronics/electronics_company;2
Fournisseur de composants électroniques;electronics_technology/appliances_electronics/electronic_parts_supplier;2
Location de matériel électronique;electronics_technology/appliances_electronics/electronics_hire_shop;2
Magasin d'aspirateurs;electronics_technology/appliances_electronics/vacuum_cleaner_store;2
Magasin d'électroménager;electronics_technology/appliances_electronics/appliance_store;2
Magasin d'électroménager d'occasion;electronics_technology/appliances_electronics/used_appliance_store;2
Magasin d'électronique;electronics_technology/appliances_electronics/electronics_store;2
Magasin de batteries;electronics_technology/appliances_electronics/battery_store;2
Magasin de lave-linges et sèche-linges;electronics_technology/appliances_electronics/washer_and_dryer_store;2
Magasin de pièces détachées pour appareils électroménagers;electronics_technology/appliances_electronics/appliance_parts_supplier;2
Magasin de pièces et de composants électroniques détachés;electronics_technology/appliances_electronics/electronic_spare_parts_and_component_store;2
Laboratoire photo;electronics_technology/audio_visual/photo_lab;2
Magasin d'écrans;electronics_technology/audio_visual/screen_store;2
Magasin de jumelles;electronics_technology/audio_visual/binocular_store;2
Magasin de matériel de photographie;electronics_technology/audio_visual/photo_shop;2
Magasin de matériel Hi-Fi;electronics_technology/audio_visual/stereo_store;2
Magasin de matériel home cinéma;electronics_technology/audio_visual/home_theater_store;2
Magasin de photo;electronics_technology/audio_visual/camera_store;2
Magasin de télévisions;electronics_technology/audio_visual/tv_store;2
Magasin Hi-Fi;electronics_technology/audio_visual/hi-fi_shop;2
Service de location d'équipement audiovisuel;electronics_technology/audio_visual/audio_visual_equipment_rental_service;2
Service de restauration de photos;electronics_technology/audio_visual/photo_restoration_service;2
Télévision en circuit fermé;electronics_technology/audio_visual/closed_circuit_television;2
Boutique de logiciels;electronics_technology/internet_software/computer_software_store;2
Entrepreneur spécialisé dans les télécommunications;electronics_technology/internet_software/telecommunications_contractor;2
Entreprise de logiciels;electronics_technology/internet_software/software_company;2
Espace Internet;electronics_technology/internet_software/internet_shop;2
Fournisseur d'accès Internet;electronics_technology/internet_software/internet_service_provider;2
Fournisseur de connexion internet;electronics_technology/internet_software/internet_provider;2
Fournisseur de DNS;electronics_technology/internet_software/dns_provider;2
Fournisseur de logiciels;electronics_technology/internet_software/software_vendor;2
Fournisseur de service de courriel;electronics_technology/internet_software/email_service_provider;2
Institut universitaire professionnalisé;electronics_technology/internet_software/iup;2
Moteur de recherche;electronics_technology/internet_software/search_engine;2
Opérateur de réseau mobile;electronics_technology/internet_software/mobile_network_operator;2
Plateforme de collaboration en ligne;electronics_technology/internet_software/web_collaboration_platform;2
Point Wi-Fi;electronics_technology/internet_software/wi_fi_spot;2
Serveur de traitement;electronics_technology/internet_software/process_server;2
Service d'hébergement de sites web;electronics_technology/internet_software/web_hosting_service;2
Service internet et téléphone;electronics_technology/internet_software/phone_and_internet_service;2
Service VPN;electronics_technology/internet_software/vpn_service;2
Centre d'opérations du réseau;electronics_technology/computers_phones/computer_networking_center;2
Entreprise de télécommunications;electronics_technology/computers_phones/telecommunications_service_provider;2
Fabricant de matériel informatique;electronics_technology/computers_phones/computer_hardware_manufacturer;2
Fournisseur d'équipements de télécommunications;electronics_technology/computers_phones/telecommunications_equipment_supplier;2
Magasin d'accessoires informatiques;electronics_technology/computers_phones/computer_accessories_store;2
Magasin d'accessoires pour téléphones mobiles;electronics_technology/computers_phones/cell_phone_accessory_store;2
Magasin d'informatique;electronics_technology/computers_phones/computer_store;2
Magasin d'ordinateur de bureau;electronics_technology/computers_phones/computer_desk_store;2
Magasin d'ordinateurs d'occasion;electronics_technology/computers_phones/used_computer_store;2
Magasin de téléphonie mobile;electronics_technology/computers_phones/cell_phone_store;2
Opérateur téléphonique;electronics_technology/computers_phones/telephone_company;2
Ordinateur et accessoires;electronics_technology/computers_phones/computer_and_accessories;2
Service informatique;electronics_technology/computers_phones/computer_service;2
Assistance et services informatiques;electronics_technology/repair_services/computer_support_and_services;2
Atelier de réparation de téléphones mobiles;electronics_technology/repair_services/mobile_phone_repair_shop;2
Service client dédié à l'électroménager;electronics_technology/repair_services/appliances_customer_service;2
Service de déblocage de téléphones;electronics_technology/repair_services/cell_phone_unlocking_service;2
Service de débloquage et de recyclage de téléphones;electronics_technology/repair_services/cell_phone_recycling_and_unlocking_service;2
Service de réparation d'appareils électroménagers;electronics_technology/repair_services/appliance_repair_service;2
Service de réparation d'équipement audiovisuel;electronics_technology/repair_services/audio_visual_equipment_repair_service;2
Service de réparation d'ordinateurs;electronics_technology/repair_services/computer_repair_service;2
Service de réparation de chaudières;electronics_technology/repair_services/furnace_repair_service;2
Service de réparation de matériel électrique;electronics_technology/repair_services/electrical_repair_shop;2
Service de réparation de matériel électronique;electronics_technology/repair_services/electronics_repair_shop;2
Service de réparation de téléphones;electronics_technology/repair_services/phone_repair_service;2
Service de réparation du petit électroménager;electronics_technology/repair_services/small_appliance_repair_service;2
Service technique;electronics_technology/repair_services/technical_service;2
Discothèque mobile;events_entertainment/clubbing_nightlife/mobile_disco;2
Service de location d'équipement pour karaoké;events_entertainment/clubbing_nightlife/karaoke_equipment_rental_service;2
Armurerie;events_entertainment/adult_entertainment/gun_shop;2
Boutique érotique;events_entertainment/adult_entertainment/adult_entertainment_store;2
Club de divertissement pour adultes;events_entertainment/adult_entertainment/adult_entertainment_club;2
Magasin d'articles d'airsoft;events_entertainment/adult_entertainment/airsoft_gun_shop;2
Magasin de sex-toy;events_entertainment/adult_entertainment/sex_toy_store;2
Magasin de vêtements érotiques;events_entertainment/adult_entertainment/erotic_clothing_store;2
Service de rencontre pour adultes;events_entertainment/adult_entertainment/adult_dating_service;2
Service de rencontres;events_entertainment/adult_entertainment/dating_service;2
Club pour enfants;events_entertainment/childrens_entertainment/childrens_club;2
Fabricant de jouets;events_entertainment/childrens_entertainment/toy_manufacturer;2
Fabricant de jouets et de jeux;events_entertainment/childrens_entertainment/toy_and_game_manufacturer;2
Magasin de jouets;events_entertainment/childrens_entertainment/toy_store;2
Magasin de jouets pour enfants;events_entertainment/childrens_entertainment/childrens_toy_store;2
Magasin pour enfants;events_entertainment/childrens_entertainment/childrens_store;2
Service de fête pour enfants;events_entertainment/childrens_entertainment/childrens_party_service;2
Borne de location de jeux vidéo;events_entertainment/gaming/video_game_rental_kiosk;2
Club d'échecs et de jeux de cartes;events_entertainment/gaming/chess_and_card_club;2
Fournisseur de service de jeux;events_entertainment/gaming/gaming_service_provider;2
Magasin de jeux;events_entertainment/gaming/game_store;2
Magasin de jeux d'occasion;events_entertainment/gaming/used_game_store;2
Magasin de jeux vidéo;events_entertainment/gaming/video_game_store;2
Salle de jeux video;events_entertainment/gaming/video_arcade;2
Agence de paris;events_entertainment/gambling/betting_agency;2
Casino;events_entertainment/gambling/casino;2
Casino en ligne;events_entertainment/gambling/online_casino_or_bookmaker;2
Fournisseur de loterie;events_entertainment/gambling/lottery_vendor;2
Instructeur de jeux d'argent;events_entertainment/gambling/gambling_instructor;2
Maison de jeux;events_entertainment/gambling/gambling_house;2
Paris sportifs en ligne;events_entertainment/gambling/online_sports_betting;2
Service de jeux d'argent;events_entertainment/gambling/gambling_service;2
Agence de divertissement;events_entertainment/events_venues/entertainment_agency;2
Animateur de soirées et d'événements;events_entertainment/events_venues/entertainer;2
Bain en extérieur;events_entertainment/events_venues/outdoor_bath;2
Billetterie de spectacles;events_entertainment/events_venues/event_ticket_seller;2
Centre d'escape game;events_entertainment/events_venues/escape_room_center;2
Cybercafé;events_entertainment/events_venues/internet_cafe;2
Festival;events_entertainment/events_venues/festival;2
Organisateur d'événements;events_entertainment/events_venues/event_planner;2
Parc de loisirs;events_entertainment/events_venues/amusement_center;2
Scène;events_entertainment/events_venues/stage;2
Service technologique pour l'organisation d'événements;events_entertainment/events_venues/event_technology_service;2
Services de voyance;events_entertainment/events_venues/fortune_telling_services;2
Société d'événementiel;events_entertainment/events_venues/event_management_company;2
Agence spécialisée dans l'organisation de fêtes;events_entertainment/wedding_party/party_planner;2
Boutique d'articles de mariages;events_entertainment/wedding_party/wedding_store;2
Boutique d'emballages cadeaux;events_entertainment/wedding_party/gift_wrap_store;2
Boutique de cadeaux;events_entertainment/wedding_party/gift_shop;2
Boutique de souvenirs pour mariages;events_entertainment/wedding_party/wedding_souvenir_shop;2
Célébrant de mariage;events_entertainment/wedding_party/marriage_celebrant;2
Lieu de mariage;events_entertainment/wedding_party/wedding_venue;2
Location de château gonflable;events_entertainment/wedding_party/bouncy_castle_hire;2
Magasin d'articles de fête;events_entertainment/wedding_party/balloon_store;2
Magasin de fête;events_entertainment/wedding_party/party_store;2
Organisateur de mariages;events_entertainment/wedding_party/wedding_planner;2
Photographe de mariage;events_entertainment/wedding_party/wedding_photographer;2
Prestataire de mariage;events_entertainment/wedding_party/wedding_service;2
Sculpteur de ballons;events_entertainment/wedding_party/balloon_artist;2
Service d'impression de cartons d'invitation;events_entertainment/wedding_party/invitation_printing_service;2
Service de location de matériel de soirée;events_entertainment/wedding_party/party_equipment_rental_service;2
