name;link;level
Fournisseur d'énergie verte;utilities/energy_power/green_energy_supplier;2
Poste électrique;utilities/energy_power/electrical_substation;2
Société d'énergie solaire;utilities/energy_power/solar_energy_company;2
Solutions et équipement énergétiques;utilities/energy_power/energy_equipment_and_solutions;2
Magasin d'huile;utilities/oil_fuel/oil_store;2
Compagnie des eaux;utilities/water_utilities/water_utility_company;2
Entreprise de traitement de l'eau;utilities/water_utilities/water_purification_company;2
Charpentier;home_services/craftsman/carpenter;2
Électricien;home_services/craftsman/electrician;2
Entrepreneur spécialisé dans les revêtements de sol;home_services/craftsman/flooring_contractor;2
Entreprise d'étanchéité;home_services/craftsman/waterproofing_company;2
Homme à tout faire;home_services/craftsman/handyman;2
Maçon;home_services/craftsman/bricklayer;2
Peintre;home_services/craftsman/painter;2
Poseur de moquette;home_services/craftsman/carpet_installer;2
Serrurier;home_services/craftsman/locksmith;2
Service d'installation électrique;home_services/craftsman/electrical_installation_service;2
Service de maintenance d'ascenseurs;home_services/craftsman/elevator_service;2
Service de reproduction de clés;home_services/craftsman/key_duplication_service;2
Service de restauration des planchers;home_services/craftsman/floor_refinishing_service;2
Service de serrurerie d'urgence;home_services/craftsman/emergency_locksmith_service;2
Centre de stockage;home_services/moving_storage/storage_facility;2
Déménageur;home_services/moving_storage/moving_company;2
Garde-meubles en libre-service;home_services/moving_storage/self_storage_facility;2
Magasin d'articles de déménagement;home_services/moving_storage/moving_supply_store;2
Service de déménagement de pianos;home_services/moving_storage/piano_moving_service;2
Services de déménagement et de stockage;home_services/moving_storage/moving_and_storage_service;2
Agence de gardiennage de maison;home_services/house_sitting_security/house_sitter_agency;2
Agence de sécurité;home_services/house_sitting_security/security_service;2
Consultant en protection contre les incendies;home_services/house_sitting_security/fire_protection_consultant;2
Fournisseur de systèmes de sécurité;home_services/house_sitting_security/security_system_supplier;2
Gardien de maison;home_services/house_sitting_security/house_sitter;2
Inspecteur immobilier;home_services/house_sitting_security/home_inspector;2
Installateur de systèmes de sécurité;home_services/house_sitting_security/security_system_installer;2
Service de nettoyage et d'entretien;home_services/house_sitting_security/janitorial_service;2
Service de protection contre les incendies;home_services/house_sitting_security/fire_protection_service;2
Inspection sanitaire;home_services/plumbing_sanitation/sanitary_inspection;2
Plombier;home_services/plumbing_sanitation/plumber;2
Service d'entretien des gouttières;home_services/plumbing_sanitation/gutter_cleaning_service;2
Service d'entretien et de réparation de fosses septiques;home_services/plumbing_sanitation/septic_system_service;2
Service d'extermination des nuisibles;home_services/plumbing_sanitation/pest_control_service;2
Entreprise de nettoyage de vitres;home_services/cleaning_service_providers/window_cleaning_service;2
Ramoneur;home_services/cleaning_service_providers/chimney_sweep;2
Service d'enlèvement de graffitis;home_services/cleaning_service_providers/graffiti_removal_service;2
Service de ménage;home_services/cleaning_service_providers/cleaning_service;2
Service de ménage à domicile;home_services/cleaning_service_providers/house_cleaning_service;2
Service de nettoyage;home_services/cleaning_service_providers/render_cleaning_service;2
Service de nettoyage de conduits de ventilation;home_services/cleaning_service_providers/air_duct_cleaning_service;2
Service de nettoyage de moquettes;home_services/cleaning_service_providers/carpet_cleaning_service;2
Service de nettoyage de piscines;home_services/cleaning_service_providers/pool_cleaning_service;2
Services de maintenance des cheminées;home_services/cleaning_service_providers/chimney_services;2
Services de nettoyage;home_services/cleaning_service_providers/cleaners;2
Atelier de réparation du verre;home_services/repair_service_providers/glass_repair_service;2
Service de réparation;home_services/repair_service_providers/repair_service;2
Service de réparation de radiateurs;home_services/repair_service_providers/radiator_repair_service;2
Entrepreneur spécialisé dans la remise en état après dégât des eaux;home_services/house_services/water_damage_restoration_service;2
Installateur de double vitrage;home_services/house_services/double_glazing_supplier;2
Service d'entretien à domicile;home_services/house_services/homekill_service;2
Service d'entretien de pelouse;home_services/house_services/lawn_care_service;2
Service de contrôle des oiseaux;home_services/house_services/bird_control_service;2
Service de débarras de maison;home_services/house_services/house_clearance_service;2
Service de détection d'amiante;home_services/house_services/asbestos_testing_service;2
Agent commercial;business_services/administration_services/commercial_agent;2
Cabinet de recrutement de cadres;business_services/administration_services/executive_search_firm;2
Commissaire aux comptes;business_services/administration_services/auditor;2
Conseiller en gestion des affaires;business_services/administration_services/business_management_consultant;2
Consultant;business_services/administration_services/consultant;2
Courtier d'affaires;business_services/administration_services/business_broker;2
Entreprise BPO;business_services/administration_services/bpo_company;2
Fournisseur d'équipement pour magasin;business_services/administration_services/store_equipment_supplier;2
Fournisseur d'équipements Eftpos;business_services/administration_services/eftpos_equipment_supplier;2
Fournisseur de cadeaux d'entreprise;business_services/administration_services/corporate_gift_supplier;2
Professionnel de l'organisation;business_services/administration_services/professional_organizer;2
Service d'administration des entreprises;business_services/administration_services/business_administration_service;2
Service d'agents de sécurité;business_services/administration_services/security_guard_service;2
Service de cartographie;business_services/administration_services/mapping_service;2
Service de dactylographie;business_services/administration_services/typing_service;2
Service de débarras des déchets;business_services/administration_services/debris_removal_service;2
Service de divertissement en entreprise;business_services/administration_services/corporate_entertainment_service;2
Service de paiement;business_services/administration_services/payment_service;2
Service de paiement par carte de crédit;business_services/administration_services/card_processing_service;2
Services aux entreprises;business_services/administration_services/business_to_business_service;2
Centre d'affaires;business_services/associations_centers/business_center;2
Entreprise de réseautage commercial;business_services/associations_centers/business_networking_company;2
Salle de réception / de fonction;business_services/associations_centers/function_room_facility;2
Fournisseur de tabourets de bar;business_services/wholesale/bar_stool_supplier;2
Grossiste;business_services/wholesale/wholesaler;2
Grossiste en accessoires de sport;business_services/wholesale/sports_accessories_wholesaler;2
Grossiste en accessoires électroniques;business_services/wholesale/electronics_accessories_wholesaler;2
Grossiste en appareils électriques;business_services/wholesale/electrical_appliance_wholesaler;2
Grossiste en articles de fêtes;business_services/wholesale/novelties_wholesaler;2
Grossiste en articles ménagers;business_services/wholesale/household_goods_wholesaler;2
Grossiste en éclairage;business_services/wholesale/lighting_wholesaler;2
Grossiste en matériel de construction;business_services/wholesale/construction_material_wholesaler;2
Grossiste en ordinateur;business_services/wholesale/computer_wholesaler;2
Grossiste en outils;business_services/wholesale/tool_wholesaler;2
Grossiste en sacs en plastiques;business_services/wholesale/plastic_bags_wholesaler;2
Grossiste en vêtements;business_services/wholesale/clothing_wholesaler;2
Libre-service de gros;business_services/wholesale/cash_and_carry_wholesaler;2
Marché de gros;business_services/wholesale/wholesale_market;2
Vendeur de bijoux en gros;business_services/wholesale/wholesale_jeweler;2
Consultant en commerce extérieur;business_services/import_export/foreign_trade_consultant;2
Consultant en commerce international;business_services/import_export/international_trade_consultant;2
Importateur;business_services/import_export/importer;2
Importateur d'équipements;business_services/import_export/equipment_importer;2
Société d'import-export;business_services/import_export/import_export_company;2
Atelier de sérigraphie;business_services/print_graphic_design/screen_printing_shop;2
Boutique de cartes de vœux;business_services/print_graphic_design/greeting_card_shop;2
Boutique de recharge d'encre pour imprimante;business_services/print_graphic_design/printer_ink_refill_store;2
Boutique de sceaux et tampons;business_services/print_graphic_design/seal_shop;2
Boutique de tampons en caoutchouc;business_services/print_graphic_design/rubber_stamp_store;2
Équipement et fourniture d'impression;business_services/print_graphic_design/printing_equipment_and_supplies;2
Fabricant d'autocollants;business_services/print_graphic_design/sticker_manufacturer;2
Fournisseur d'équipement d'impression;business_services/print_graphic_design/printing_equipment_supplier;2
Fournisseur de cartouches d'encre;business_services/print_graphic_design/toner_cartridge_supplier;2
Graphiste;business_services/print_graphic_design/graphic_designer;2
Imprimeur;business_services/print_graphic_design/print_shop;2
Imprimeur d'étiquettes personnalisées;business_services/print_graphic_design/custom_label_printer;2
Imprimeur en sérigraphie;business_services/print_graphic_design/screen_printer;2
Imprimeur numérique;business_services/print_graphic_design/digital_printer;2
Magasin d'enseignes;business_services/print_graphic_design/sign_shop;2
Magasin d'impressions et de signalisation;business_services/print_graphic_design/print_and_signs_store;2
Magasin d'imprimantes et de scanners;business_services/print_graphic_design/printer_and_scanner_store;2
Service d'impression numérique;business_services/print_graphic_design/digital_printing_service;2
Agence de design;business_services/research_development/design_agency;2
Entreprise de conception industrielle;business_services/research_development/industrial_design_company;2
Laboratoire;business_services/research_development/laboratory;2
Prestataire spécialisé en études de marché;business_services/research_development/market_researcher;2
Recherche et développement de produits;business_services/research_development/research_and_product_development;2
Agence de consultants commerciaux et informatiques;business_services/it_communication/business_and_it_consulting_agency;2
Agence e-commerce;business_services/it_communication/e_commerce_agency;2
Concepteur de sites web;business_services/it_communication/website_designer;2
Consultant en image;business_services/it_communication/image_consultant;2
Consultant en informatique;business_services/it_communication/computer_consultant;2
Designer web;business_services/it_communication/web_designer;2
Entreprise d'automatisme;business_services/it_communication/automation_company;2
Entreprise de gestion des données;business_services/it_communication/database_management_company;2
Entreprise de logiciels de comptabilité;business_services/it_communication/accounting_software_company;2
Fournisseur de solution e-commerce;business_services/it_communication/e-commerce_solution_provider;2
Location de bureau virtuel;business_services/it_communication/virtual_office_rental;2
Service de cloud computing;business_services/it_communication/cloud_computing_service;2
Service de fax;business_services/it_communication/fax_service;2
Service de radiocommunication;business_services/it_communication/tower_communication_service;2
Service de récupération de données;business_services/it_communication/data_recovery_service;2
Service de saisie de données;business_services/it_communication/data_entry_service;2
Service de sécurité informatique;business_services/it_communication/computer_security_service;2
Service de stockage en nuage;business_services/it_communication/cloud_storage_service;2
Service de stockage et de disques durs;business_services/it_communication/drives_and_storage_service;2
Service de transcription;business_services/it_communication/transcription_service;2
Service de transcription audio;business_services/it_communication/audio_transcription_service;2
Service de visioconférence;business_services/it_communication/video_conferencing_service;2
Service e-commerce;business_services/it_communication/e_commerce_service;2
Service postal;business_services/it_communication/mailing_service;2
Traducteur;business_services/it_communication/translator;2
Agence de location d'espaces commerciaux;business_services/office_space_supplies/retail_space_rental_agency;2
Agence de location de bureaux;business_services/office_space_supplies/office_space_rental_agency;2
Agence de location de grands bureaux;business_services/office_space_supplies/executive_suite_rental_agency;2
Agence immobilière d'entreprise;business_services/office_space_supplies/commercial_real_estate_agency;2
Agenceur de magasin;business_services/office_space_supplies/shopfitter;2
Casier à pièce;business_services/office_space_supplies/coin_operated_locker;2
Espace de coworking;business_services/office_space_supplies/coworking_space;2
Fabricant d'articles de papeterie;business_services/office_space_supplies/stationery_manufacturer;2
Fournisseur d'enveloppes;business_services/office_space_supplies/envelope_supplier;2
Fournisseur de matériel de bureau;business_services/office_space_supplies/office_equipment_supplier;2
Grossiste en fournitures de bureau;business_services/office_space_supplies/office_supply_wholesaler;2
Grossiste en papeterie;business_services/office_space_supplies/stationery_wholesaler;2
Imprimerie commerciale;business_services/office_space_supplies/commercial_printer;2
Magasin de fournitures de bureau;business_services/office_space_supplies/office_supply_store;2
Magasin de matériel de bureau;business_services/office_space_supplies/office%20supplies_store;2
Magasin de meubles de bureau;business_services/office_space_supplies/office_furniture_store;2
Papeterie;business_services/office_space_supplies/stationery_store;2
Service de location de boîtes aux lettres;business_services/office_space_supplies/mailbox_rental_service;2
Service de location de matériel de bureau;business_services/office_space_supplies/office_equipment_rental_service;2
Service de location de salles de réunion et de conférence;business_services/office_space_supplies/conference_and_meeting_room_organizer;2
Service de rénovation de bureaux;business_services/office_space_supplies/office_refurbishment_service;2
Siège social;business_services/office_space_supplies/corporate_office;2
Site d'entreprise;business_services/office_space_supplies/corporate_campus;2
Agence d'intérim;business_services/hr_recruiting/temp_agency;2
Agence de talents;business_services/hr_recruiting/talent_agency;2
Conseiller pédagogique;business_services/hr_recruiting/educational_consultant;2
Consultant en ressources humaines;business_services/hr_recruiting/human_ressource_consulting;2
Consultant pour l'emploi;business_services/hr_recruiting/employment_consultant;2
Recruteur;business_services/hr_recruiting/recruiter;2
Service de comptabilité;business_services/hr_recruiting/payroll_service;2
Service de recrutement;business_services/hr_recruiting/recruitment_service;2
Système de suivi des candidatures;business_services/hr_recruiting/applicant_tracking_system;2
Agent d'expédition de véhicules;business_services/shipping_logistics/vehicle_shipping_agent;2
Coursier;business_services/shipping_logistics/courier_service;2
Entrepôt;business_services/shipping_logistics/warehouse;2
Entreprise de livraison;business_services/shipping_logistics/shipping_company;2
Entreprise de packaging;business_services/shipping_logistics/packaging_company;2
Machine d'emballage;business_services/shipping_logistics/packaging_machinery;2
Magasin d'articles d'emballage;business_services/shipping_logistics/packaging_supply_store;2
Magasin d'emballages;business_services/shipping_logistics/packaging_store;2
Service d'envoi;business_services/shipping_logistics/shipping_service;2
Service d'expédition et de livraison;business_services/shipping_logistics/shipping_and_mailing_service;2
Service de courrier et de livraison;business_services/shipping_logistics/courier_and_delivery_service;2
Service de livraison;business_services/shipping_logistics/delivery_service;2
Service de transport réfrigéré;business_services/shipping_logistics/refrigerated_transport_service;2
Service logistique;business_services/shipping_logistics/logistics_service;2
Société de transport international de marchandises;business_services/shipping_logistics/freight_forwarding_service;2
Agence de communication;business_services/sales_marketing/advertising_agency;2
Agence de marketing;business_services/sales_marketing/marketing_agency;2
Agence de marketing en ligne;business_services/sales_marketing/online_marketing_agency;2
Centre d'appel;business_services/sales_marketing/call_center;2
Consultant en marketing;business_services/sales_marketing/marketing_consultant;2
Consultant média;business_services/sales_marketing/media_consultant;2
Fournisseur de CRM;business_services/sales_marketing/crm_provider;2
Fournisseur de produits promotionnels;business_services/sales_marketing/promotional_products_supplier;2
Magasin d'articles promotionnels;business_services/sales_marketing/promotional_items_store;2
Photographe publicitaire;business_services/sales_marketing/advertising_photographer;2
Publipostage;business_services/sales_marketing/direct_mail_advertising;2
Service d'organisation d'événements professionnels;business_services/sales_marketing/meeting_planning_service;2
Service de développement des affaires;business_services/sales_marketing/business_development_service;2
Service de marketing affilié;business_services/sales_marketing/affiliate_marketing_service;2
Service de marketing Internet;business_services/sales_marketing/internet_marketing_service;2
Service de télémarketing;business_services/sales_marketing/telemarketing_service;2
Service SEO;business_services/sales_marketing/seo_service;2
Avocat;legal_services_government/lawyers_attorneys/lawyer;2
Avocat fiscaliste;legal_services_government/lawyers_attorneys/tax_attorney;2
Avocat généraliste;legal_services_government/lawyers_attorneys/general_practice_attorney;2
Avocat pénaliste;legal_services_government/lawyers_attorneys/criminal_law_attorney;2
Avocat plaidant;legal_services_government/lawyers_attorneys/barrister;2
Avocat spécialisé dans les divorces;legal_services_government/lawyers_attorneys/divorce_attorney;2
Avocat spécialisé en dommages corporels;legal_services_government/lawyers_attorneys/personal_injury_lawyer;2
Avocat spécialisé en droit du travail;legal_services_government/lawyers_attorneys/employment_attorney;2
Cabinet d'avocats;legal_services_government/lawyers_attorneys/law_firm;2
Procureur;legal_services_government/lawyers_attorneys/trial_attorney;2
Service de référencement d'avocats;legal_services_government/lawyers_attorneys/attorney_referral_service;2
Bibliothèque spécialisée en droit;legal_services_government/libraries_archives/law_library;2
Administration;legal_services_government/government_department/government_office;2
Administration gouvernementale;legal_services_government/government_department/federal_government_office;2
Administration locale;legal_services_government/municipal_department/local_government_office;2
Conseil;legal_services_government/municipal_department/council;2
Conseiller;legal_services_government/municipal_department/counselor;2
Mairie;legal_services_government/municipal_department/city_hall;2
Office du tourisme;legal_services_government/municipal_department/municipal_department_of_tourism;2
Courtier en douane;legal_services_government/customs_toll/customs_broker;2
Péage;legal_services_government/customs_toll/toll_station;2
Détective;legal_services_government/law_enforcement/detective;2
Détective privé;legal_services_government/law_enforcement/private_investigator;2
Service d'aide aux victimes de crime;legal_services_government/law_enforcement/crime_victim_service;2
Bureau d'aide juridique;legal_services_government/legal_service_providers/legal_aid_office;2
Bureau de l'état civil;legal_services_government/legal_service_providers/office_of_vital_records;2
Bureau des affaires juridiques;legal_services_government/legal_service_providers/legal_affairs_bureau;2
Fournisseur de services parajuridiques;legal_services_government/legal_service_providers/paralegal_services_provider;2
Huissier;legal_services_government/legal_service_providers/huissier;2
Notaire;legal_services_government/legal_service_providers/notary_public;2
Régisseur;legal_services_government/legal_service_providers/bailiff;2
Service d'assistance au règlement des petits litiges;legal_services_government/legal_service_providers/small_claims_assistance_service;2
Service de médiation;legal_services_government/legal_service_providers/mediation_service;2
Service de saisie immobilière;legal_services_government/legal_service_providers/foreclosure_service;2
Service juridique de gestion des divorces;legal_services_government/legal_service_providers/divorce_service;2
Services juridiques;legal_services_government/legal_service_providers/legal_services;2
Agence d'immatriculation;legal_services_government/registration_services/tag_agency;2
Agence de permis de conduire et d'immatriculation;legal_services_government/registration_services/driver_vehicle_licensing_agency;2
Bureau d'immatriculation;legal_services_government/registration_services/license_bureau;2
Bureau des permis de conduire;legal_services_government/registration_services/drivers_license_office;2
Registre d'état civil;legal_services_government/registration_services/civil_registry;2
Service de l'état civil;legal_services_government/registration_services/general_register_office;2
Agence de recrutement;public_local_services/employment_career/employment_agency;2
Centre de coaching;public_local_services/employment_career/coaching_center;2
Service de soutien scolaire;public_local_services/employment_career/tutoring_service;2
Travailleur social;public_local_services/employment_career/social_worker;2
Baby-sitter;public_local_services/kids_family/babysitter;2
Généalogiste;public_local_services/kids_family/genealogist;2
Service de garde d'enfants;public_local_services/kids_family/child_care_agency;2
Cimetière;public_local_services/funeral_memorial/cemetery;2
Directeur funéraire;public_local_services/funeral_memorial/funeral_director;2
Entreprise de pompes funèbres;public_local_services/funeral_memorial/funeral_home;2
Centre de recyclage;public_local_services/waste_management/recycling_center;2
Service de gestion des déchets;public_local_services/waste_management/waste_management_service;2
Guardia Civil;public_local_services/military_veteran/guardia_civil;2
Consultant en environnement;public_local_services/nature_environment/environmental_consultant;2
Environnement et ressources naturelles renouvelables;public_local_services/nature_environment/environment_renewable_natural_resources;2
Jardin;public_local_services/nature_environment/garden;2
Association artistique;public_local_services/professional_organizations/arts_organization;2
Association bénévole;public_local_services/professional_organizations/volunteer_organization;2
Association culturelle;public_local_services/professional_organizations/cultural_association;2
Association d'architectes;public_local_services/professional_organizations/architects_association;2
Association ou organisation;public_local_services/professional_organizations/association_or_organization;2
Organisation non gouvernementale;public_local_services/professional_organizations/non_governmental_organization;2
Syndicat;public_local_services/professional_organizations/labor_union;2
Soins aux personnes âgées;public_local_services/shelters_homes/senior_citizens_care_service;2
Bureau d'information;public_local_services/public_services_welfare/information_bureau;2
Bureau de poste;public_local_services/public_services_welfare/post_office;2
Centre communautaire;public_local_services/public_services_welfare/community_center;2
Centre d'aide sociale;public_local_services/public_services_welfare/social_welfare_center;2
Centre de conseil aux consommateurs;public_local_services/public_services_welfare/consumer_advice_center;2
Conseils citoyens;public_local_services/public_services_welfare/citizens_advice_bureau;2
Organisme des services sociaux;public_local_services/public_services_welfare/social_services_organization;2
Parking public;public_local_services/public_services_welfare/public_parking_space;2
Services d'information;public_local_services/public_services_welfare/information_services;2
Association de construction et de gestion de logements sociaux;public_local_services/housing_associations/housing_association;2
Office public du logement;public_local_services/housing_associations/housing_authority;2
Société de crédit foncier;public_local_services/housing_associations/building_society;2
Société immobilière;public_local_services/housing_associations/housing_society;2
Syndicat de copropriété;public_local_services/housing_associations/homeowners_association;2
Boutique d'accessoires de mode;shopping_fashion/accessories/fashion_accessories_store;2
Boutique de ceintures;shopping_fashion/accessories/belt_shop;2
Boutique de sacs à main;shopping_fashion/accessories/handbags_shop;2
Chapellerie;shopping_fashion/accessories/hat_shop;2
Magasin de chapeaux et couvre-chefs;shopping_fashion/accessories/headwear_store;2
Magasin de lunettes de soleil;shopping_fashion/accessories/sunglasses_store;2
Magasin de sacs;shopping_fashion/accessories/bag_shop;2
Magasin de sacs et bagages;shopping_fashion/accessories/luggage_store;2
Magasin de sacs et de valises;shopping_fashion/accessories/bags_and_luggage_store;2
Magasin de tricot;shopping_fashion/accessories/knit_shop;2
Acheteur de diamants;shopping_fashion/jewelry_watches/diamond_buyer;2
Bijouterie;shopping_fashion/jewelry_watches/jewelry_store;2
Bijouterie fantaisie;shopping_fashion/jewelry_watches/costume_jewelry_shop;2
Bijoutier;shopping_fashion/jewelry_watches/jeweler;2
Diamantaire;shopping_fashion/jewelry_watches/diamond_dealer;2
Expert en bijoux;shopping_fashion/jewelry_watches/jewelry_appraiser;2
Fabricant de bijoux;shopping_fashion/jewelry_watches/jewelry_manufacturer;2
Fabricant de montres;shopping_fashion/jewelry_watches/clock_watch_maker;2
Graveur sur bijoux;shopping_fashion/jewelry_watches/jewelry_engraver;2
Horlogerie;shopping_fashion/jewelry_watches/watch_store;2
Joaillier;shopping_fashion/jewelry_watches/jewelry_designer;2
Service de rachat de bijoux;shopping_fashion/jewelry_watches/jewelry_buyer;2
Service de réparation de bijoux;shopping_fashion/jewelry_watches/jewelry_repair_service;2
Société d'horlogerie;shopping_fashion/jewelry_watches/watch_manufacturer;2
Bazar;shopping_fashion/malls_marketplaces/bazar;2
Boutique de souvenirs;shopping_fashion/malls_marketplaces/souvenir_store;2
Centre commercial;shopping_fashion/malls_marketplaces/shopping_center;2
Centre de magasins d'usine;shopping_fashion/malls_marketplaces/outlet_mall;2
Enchères en ligne;shopping_fashion/malls_marketplaces/online_auction;2
Grand magasin;shopping_fashion/malls_marketplaces/department_store;2
Hypermarché;shopping_fashion/malls_marketplaces/hypermarket;2
Magasin de gros;shopping_fashion/malls_marketplaces/warehouse_club;2
Magasin discount;shopping_fashion/malls_marketplaces/discount_store;2
Magasin entrepôt;shopping_fashion/malls_marketplaces/warehouse_store;2
Marché aux puces;shopping_fashion/malls_marketplaces/flea_market;2
Marché de textile;shopping_fashion/malls_marketplaces/clothes_market;2
Marché en ligne;shopping_fashion/malls_marketplaces/online_marketplace;2
Marché traditionnel;shopping_fashion/malls_marketplaces/traditional_market;2
Service de coupons d'achat;shopping_fashion/malls_marketplaces/coupon_service;2
Site d'avis;shopping_fashion/malls_marketplaces/review_site;2
Site de comparaison de prix;shopping_fashion/malls_marketplaces/price_comparison_site;2
Boutique de mariage;shopping_fashion/costume_wedding/bridal_shop;2
Boutique de robes;shopping_fashion/costume_wedding/dress_shop;2
Couturier;shopping_fashion/costume_wedding/dressmaker;2
Location de robe de mariée;shopping_fashion/costume_wedding/wedding_dress_rental_service;2
Magasin de déguisements;shopping_fashion/costume_wedding/costume_store;2
Magasin de surplus militaire;shopping_fashion/costume_wedding/army_and_navy_store;2
Service de location de robes;shopping_fashion/costume_wedding/full_dress_rental_service;2
Service de location de robes de soirée;shopping_fashion/costume_wedding/evening_dress_rental_service;2
Service de location de tenues de soirée;shopping_fashion/costume_wedding/dress_and_tuxedo_rental_service;2
Blanchisserie;shopping_fashion/clothing_rental_repair/laundry;2
Cordonnier;shopping_fashion/clothing_rental_repair/shoe_repair_shop;2
Laverie automatique;shopping_fashion/clothing_rental_repair/laundromat;2
Pressing;shopping_fashion/clothing_rental_repair/dry_cleaner;2
Service de retouche de vêtements;shopping_fashion/clothing_rental_repair/clothing_alteration_service;2
Tailleur;shopping_fashion/clothing_rental_repair/tailor;2
Boutique de lingerie;shopping_fashion/clothing_underwear/lingerie_store;2
Boutique de t-shirts personnalisés;shopping_fashion/clothing_underwear/custom_t_shirt_store;2
Fabricant de lingerie;shopping_fashion/clothing_underwear/lingerie_manufacturer;2
Fabricant de vêtements de sport;shopping_fashion/clothing_underwear/sportwear_manufacturer;2
Fabrique de chaussures;shopping_fashion/clothing_underwear/shoe_factory;2
Fournisseur de textile;shopping_fashion/clothing_underwear/clothing_supplier;2
Friperie;shopping_fashion/clothing_underwear/used_clothing_store;2
Magasin d'articles d'occasion;shopping_fashion/clothing_underwear/thrift_store;2
Magasin de bottes;shopping_fashion/clothing_underwear/boot_store;2
Magasin de chaussures;shopping_fashion/clothing_underwear/shoe_store;2
Magasin de couture;shopping_fashion/clothing_underwear/couture_store;2
Magasin de jeans;shopping_fashion/clothing_underwear/denim_wear_store;2
Magasin de maillots de bain;shopping_fashion/clothing_underwear/swimwear_store;2
Magasin de manteaux en cuir;shopping_fashion/clothing_underwear/leather_coats_store;2
Magasin de puériculture;shopping_fashion/clothing_underwear/baby_store;2
Magasin de sous-vêtements;shopping_fashion/clothing_underwear/underwear_store;2
Magasin de streetwear;shopping_fashion/clothing_underwear/streetwear_store;2
Magasin de t-shirts;shopping_fashion/clothing_underwear/t_shirt_store;2
Magasin de vêtements;shopping_fashion/clothing_underwear/clothing_store;2
Magasin de vêtements d'hiver;shopping_fashion/clothing_underwear/winterwear_store;2
Magasin de vêtements de plage;shopping_fashion/clothing_underwear/beach_clothing_store;2
Magasin de vêtements de plein air;shopping_fashion/clothing_underwear/outerwear_store;2
Magasin de vêtements de sport;shopping_fashion/clothing_underwear/sportswear_store;2
Magasin de vêtements de sport;shopping_fashion/clothing_underwear/activewear_store;2
Magasin de vêtements et d'articles de plein air;shopping_fashion/clothing_underwear/outdoor_clothing_and_equipment_shop;2
Magasin de vêtements grandes tailles;shopping_fashion/clothing_underwear/plus_size_clothing_store;2
Magasin de vêtements imprimés;shopping_fashion/clothing_underwear/printed_clothing_store;2
Magasin de vêtements pour bébés;shopping_fashion/clothing_underwear/baby_clothing_store;2
Magasin de vêtements pour enfants;shopping_fashion/clothing_underwear/childrens_clothing_store;2
Magasin de vêtements pour femmes;shopping_fashion/clothing_underwear/womens_clothing_store;2
Magasin de vêtements pour hommes;shopping_fashion/clothing_underwear/mens_clothing_store;2
Magasin de vêtements pour jeunes;shopping_fashion/clothing_underwear/youth_clothing_store;2
Magasin de vêtements professionnels;shopping_fashion/clothing_underwear/work_clothes_store;2
Magasin de vêtements vintage;shopping_fashion/clothing_underwear/vintage_clothing_store;2
Magasin pour femmes enceintes;shopping_fashion/clothing_underwear/maternity_store;2
Maison de haute couture;shopping_fashion/clothing_underwear/haute_couture_fashion_house;2
Tailleur pour hommes;shopping_fashion/clothing_underwear/mens_tailor;2
Tailleur sur mesure;shopping_fashion/clothing_underwear/custom_tailor;2
Club d'arts martiaux mixtes;sports/martial_arts_wrestling/mma_club;2
Club de boxe;sports/martial_arts_wrestling/boxing_club;2
Magasin d'accessoires pour arts martiaux;sports/martial_arts_wrestling/martial_arts_supply_store;2
Compagnie de danse;sports/dancing_gymnastics/dance_company;2
École de danse;sports/dancing_gymnastics/dance_school;2
Magasin d'articles de danse;sports/dancing_gymnastics/dance_store;2
Boutique de produits de nutrition sportive;sports/equipment_associations/sports_nutrition_store;2
Club de sport;sports/equipment_associations/sports_club;2
Complexe sportif;sports/equipment_associations/sports_complex;2
École de sport;sports/equipment_associations/sports_school;2
Magasin d'articles de sports;sports/equipment_associations/sporting_goods_store;2
Magasin de souvenirs sportifs;sports/equipment_associations/sports_memorabilia_store;2
Centre de fitness;sports/fitness_weight_lifting/fitness_center;2
Classe de fitness;sports/fitness_weight_lifting/fitness_class;2
Coach particulier;sports/fitness_weight_lifting/personal_trainer;2
Magasins d'appareils de fitness;sports/fitness_weight_lifting/fitness_equipment_store;2
Programme d'entraînement physique;sports/fitness_weight_lifting/physical_fitness_program;2
Vente d'équipement de fitness en gros;sports/fitness_weight_lifting/fitness_equipment_wholesaler;2
Club de golf;sports/golf_ultimate/golf_club;2
Magasin de golf;sports/golf_ultimate/golf_shop;2
Moniteur de golf;sports/golf_ultimate/golf_instructor;2
Club de football;sports/ball_games/soccer_club;2
Club de handball;sports/ball_games/handball_club;2
Magasin d'articles de football;sports/ball_games/soccer_store;2
Magasin d'articles de rugby;sports/ball_games/rugby_store;2
Club de voile;sports/swimming_water_sports/sailing_club;2
Magasin de voile;sports/swimming_water_sports/sailing_store;2
Moniteur de plongée;sports/swimming_water_sports/scuba_instructor;2
Piscine;sports/swimming_water_sports/swimming_pool;2
Service de location d'équipements de sports nautiques;sports/swimming_water_sports/water_sports_equipment_rental_service;2
Club de paintball;sports/shooting_target_sports/paintball_club;2
Club de tir à l'arc;sports/shooting_target_sports/archery_club;2
Magasin d'articles de paintball;sports/shooting_target_sports/paintball_store;2
Centre équestre;sports/outdoor_winter_sports/equestrian_facility;2
Club d'athlétisme;sports/outdoor_winter_sports/athletic_club;2
Club de triathlon;sports/outdoor_winter_sports/triathlon_club;2
